Filename,Asset Groups,Categories,Date Added,Date Updated,Width,Height,Colorspace,Resolution,File Format,Release Date,Expiration Date,Filesize,Global Collection,Metadata Type,Anatomy,Approval Id,Approval System,Apttus Product Code,Audience/Persona,Care Area / Specialties,Country of Use,Description,Display Name,File Type,Is Final,Language,MobilityCOE Content Type,PIM Asset Description,PIM Asset Name,PIM Country,PIM Environment,PIM Language,PIM Metadata,PIM Product Type,Parent Product Code,Product / Services,Product Group,Region,Uploader First Name,Uploader Last Name,Uploader Username,Embed ID,Download Link,640px Landscape,640px Portrait,Original,Wall N,Video with Player,Video with Player and Download,Video (No Player),Video Thumbnail,Streaming MP3,Document View and Download,Document View - HTML5,Document View - PDF,Thumbnail,Spinset with Viewer,Spinset with Viewer and Download,Spinset Thumbnail
1745941354458-MAC 5 Lite Carousel image 1.png,1eCommerce Asset Group,1eCommerce/Shop,04/29/2025,04/29/2025,1887,1887,Unknown,300,PNG,04/29/2025,,0.46 mb,,PIM Metadata Type,,,,MAC5LiteBundle,,,,,,,,,,MAC 5 Lite Resting ECG,MAC 5 Lite Carousel image 1,US,prd,en,,EQUIPMENT,MAC5LiteBundle,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,p9vxjv6k8g,https://gehealthcare.widen.net/content/p9vxjv6k8g/original/1745941354458-MAC-5-Lite-Carousel-image-1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/p9vxjv6k8g/jpeg/1745941354458-MAC%205%20Lite%20Carousel%20image%201.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/p9vxjv6k8g/jpeg/1745941354458-MAC%205%20Lite%20Carousel%20image%201.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/p9vxjv6k8g/jpeg/1745941354458-MAC%205%20Lite%20Carousel%20image%201.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/p9vxjv6k8g/jpeg/1745941354458-MAC%205%20Lite%20Carousel%20image%201.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745930001319-mac5-a4-data-sheet-dcar-en-doc2563553.pdf,1eCommerce Asset Group,1eCommerce/Shop,04/29/2025,04/29/2025,612,792,,,PDF,04/29/2025,,0.10 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,,MAC™ 5 Resting ECG specification document,US,prd,en,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,ll5lsvbudf,https://gehealthcare.widen.net/content/ll5lsvbudf/original/1745930001319-mac5-a4-data-sheet-dcar-en-doc2563553.pdf?u=nqxvbh&download=true,,,,,,,,,,https://gehealthcare.widen.net/view/pdf/ll5lsvbudf/1745930001319-mac5-a4-data-sheet-dcar-en-doc2563553.pdf?t.download=true&u=nqxvbh,https://gehealthcare.widen.net/view/pdf/ll5lsvbudf/1745930001319-mac5-a4-data-sheet-dcar-en-doc2563553.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/ll5lsvbudf/pdf/1745930001319-mac5-a4-data-sheet-dcar-en-doc2563553.pdf?u=nqxvbh,https://gehealthcare.widen.net/content/ll5lsvbudf/jpeg/1745930001319-mac5-a4-data-sheet-dcar-en-doc2563553.jpg?u=nqxvbh,,,
1745876005255-Widemouth adapters.png,1eCommerce Asset Group,1eCommerce/Shop,04/28/2025,04/28/2025,1027,1027,Unknown,300,PNG,04/28/2025,,0.27 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,Widemouth Adapters,Widemouth Adapters,US,prd,en,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,dfymqz7dqt,https://gehealthcare.widen.net/content/dfymqz7dqt/original/1745876005255-Widemouth-adapters.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/dfymqz7dqt/jpeg/1745876005255-Widemouth%20adapters.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dfymqz7dqt/jpeg/1745876005255-Widemouth%20adapters.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dfymqz7dqt/jpeg/1745876005255-Widemouth%20adapters.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dfymqz7dqt/jpeg/1745876005255-Widemouth%20adapters.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745875976322-Leadwires with banana connectors.png,1eCommerce Asset Group,1eCommerce/Shop,04/28/2025,04/28/2025,1027,1027,Unknown,300,PNG,04/28/2025,,0.40 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,Lead Wires with Banana Connectors,Lead Wires with Banana Connectors,US,prd,en,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,t8nqcfcsxz,https://gehealthcare.widen.net/content/t8nqcfcsxz/original/1745875976322-Leadwires-with-banana-connectors.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/t8nqcfcsxz/jpeg/1745875976322-Leadwires%20with%20banana%20connectors.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/t8nqcfcsxz/jpeg/1745875976322-Leadwires%20with%20banana%20connectors.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/t8nqcfcsxz/jpeg/1745875976322-Leadwires%20with%20banana%20connectors.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/t8nqcfcsxz/jpeg/1745875976322-Leadwires%20with%20banana%20connectors.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745874974128-Patient cable.png,1eCommerce Asset Group,1eCommerce/Shop,04/28/2025,04/28/2025,1027,1027,Unknown,300,PNG,04/28/2025,,0.30 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,Patient Cable,Patient Cable,US,prd,en,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,q6vnus56m0,https://gehealthcare.widen.net/content/q6vnus56m0/original/1745874974128-Patient-cable.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/q6vnus56m0/jpeg/1745874974128-Patient%20cable.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/q6vnus56m0/jpeg/1745874974128-Patient%20cable.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/q6vnus56m0/jpeg/1745874974128-Patient%20cable.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/q6vnus56m0/jpeg/1745874974128-Patient%20cable.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745874948775-MAC 5.png,1eCommerce Asset Group,1eCommerce/Shop,04/28/2025,04/28/2025,1027,1027,Unknown,300,PNG,04/28/2025,,0.40 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,MAC 5 Resting ECG with Printer,MAC 5 Resting ECG with Printer,US,prd,en,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,dcwtcnhhco,https://gehealthcare.widen.net/content/dcwtcnhhco/original/1745874948775-MAC-5.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/dcwtcnhhco/jpeg/1745874948775-MAC%205.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dcwtcnhhco/jpeg/1745874948775-MAC%205.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dcwtcnhhco/jpeg/1745874948775-MAC%205.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dcwtcnhhco/jpeg/1745874948775-MAC%205.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745874799181-MAC 5 Carousel image 5.png,1eCommerce Asset Group,1eCommerce/Shop,04/28/2025,04/28/2025,1887,1887,Unknown,300,PNG,04/28/2025,,0.47 mb,,PIM Metadata Type,,,,MAC5A4Bundle,,,,,,,,,,Large touchscreen on MAC 5 Resting ECG,MAC 5 Carousel Image 5,US,prd,en,,EQUIPMENT,MAC5A4Bundle,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,kgfc8yahcc,https://gehealthcare.widen.net/content/kgfc8yahcc/original/1745874799181-MAC-5-Carousel-image-5.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/kgfc8yahcc/jpeg/1745874799181-MAC%205%20Carousel%20image%205.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/kgfc8yahcc/jpeg/1745874799181-MAC%205%20Carousel%20image%205.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/kgfc8yahcc/jpeg/1745874799181-MAC%205%20Carousel%20image%205.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/kgfc8yahcc/jpeg/1745874799181-MAC%205%20Carousel%20image%205.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745874762841-MAC 5 Carousel image 4.png,1eCommerce Asset Group,1eCommerce/Shop,04/28/2025,04/28/2025,1887,1887,Unknown,300,PNG,04/28/2025,,0.46 mb,,PIM Metadata Type,,,,MAC5A4Bundle,,,,,,,,,,"Large, touchscreen on the MAC 5 Resting ECG",MAC 5 Carousel Image 4,US,prd,en,,EQUIPMENT,MAC5A4Bundle,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,jwulx4yvac,https://gehealthcare.widen.net/content/jwulx4yvac/original/1745874762841-MAC-5-Carousel-image-4.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/jwulx4yvac/jpeg/1745874762841-MAC%205%20Carousel%20image%204.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jwulx4yvac/jpeg/1745874762841-MAC%205%20Carousel%20image%204.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jwulx4yvac/jpeg/1745874762841-MAC%205%20Carousel%20image%204.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jwulx4yvac/jpeg/1745874762841-MAC%205%20Carousel%20image%204.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745874720548-MAC 5 Carousel image 3.png,1eCommerce Asset Group,1eCommerce/Shop,04/28/2025,04/28/2025,1887,1887,Unknown,300,PNG,04/28/2025,,0.34 mb,,PIM Metadata Type,,,,MAC5A4Bundle,,,,,,,,,,Large touchscreen on MAC 5 Resting ECG,MAC 5 Carousel Image 3,US,prd,en,,EQUIPMENT,MAC5A4Bundle,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,paqnz6tsyg,https://gehealthcare.widen.net/content/paqnz6tsyg/original/1745874720548-MAC-5-Carousel-image-3.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/paqnz6tsyg/jpeg/1745874720548-MAC%205%20Carousel%20image%203.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/paqnz6tsyg/jpeg/1745874720548-MAC%205%20Carousel%20image%203.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/paqnz6tsyg/jpeg/1745874720548-MAC%205%20Carousel%20image%203.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/paqnz6tsyg/jpeg/1745874720548-MAC%205%20Carousel%20image%203.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745874676789-MAC 5 Carousel image 2.png,1eCommerce Asset Group,1eCommerce/Shop,04/28/2025,04/28/2025,945,945,Unknown,300,PNG,04/28/2025,,0.26 mb,,PIM Metadata Type,,,,MAC5A4Bundle,,,,,,,,,,"Easy read-out with MAC 5 Resting ECG, comes with printer. Paper sold separately.",MAC 5 Carousel Image 2,US,prd,en,,EQUIPMENT,MAC5A4Bundle,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,gcpec1a13z,https://gehealthcare.widen.net/content/gcpec1a13z/original/1745874676789-MAC-5-Carousel-image-2.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/gcpec1a13z/jpeg/1745874676789-MAC%205%20Carousel%20image%202.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/gcpec1a13z/jpeg/1745874676789-MAC%205%20Carousel%20image%202.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/gcpec1a13z/jpeg/1745874676789-MAC%205%20Carousel%20image%202.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/gcpec1a13z/jpeg/1745874676789-MAC%205%20Carousel%20image%202.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745874625349-Image 6.png,1eCommerce Asset Group,1eCommerce/Shop,04/28/2025,04/28/2025,945,945,Unknown,300,PNG,04/28/2025,,0.34 mb,,PIM Metadata Type,,,,MAC5A4Bundle,,,,,,,,,,"Portable, lightweight MAC 5 Resting ECG ",MAC 5 Carousel Image 6,US,prd,en,,EQUIPMENT,MAC5A4Bundle,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,gsnxy87dcs,https://gehealthcare.widen.net/content/gsnxy87dcs/original/1745874625349-Image-6.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/gsnxy87dcs/jpeg/1745874625349-Image%206.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/gsnxy87dcs/jpeg/1745874625349-Image%206.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/gsnxy87dcs/jpeg/1745874625349-Image%206.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/gsnxy87dcs/jpeg/1745874625349-Image%206.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745874588149-MAC 5 Carousel 1.png,1eCommerce Asset Group,1eCommerce/Shop,04/28/2025,04/28/2025,1887,1887,Unknown,300,PNG,04/28/2025,,0.34 mb,,PIM Metadata Type,,,,MAC5A4Bundle,,,,,,,,,,MAC 5 Resting ECG,MAC 5 Carousel Image 1,US,prd,en,,EQUIPMENT,MAC5A4Bundle,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,umq5klgslz,https://gehealthcare.widen.net/content/umq5klgslz/original/1745874588149-MAC-5-Carousel-1.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/umq5klgslz/jpeg/1745874588149-MAC%205%20Carousel%201.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/umq5klgslz/jpeg/1745874588149-MAC%205%20Carousel%201.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/umq5klgslz/jpeg/1745874588149-MAC%205%20Carousel%201.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/umq5klgslz/jpeg/1745874588149-MAC%205%20Carousel%201.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745430227559-eCommerce Premium PKG.jpg,1eCommerce Asset Group,1eCommerce/Shop,04/23/2025,04/23/2025,1214,1214,Unknown,96,JPEG,04/23/2025,,0.09 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,Premium Package 구성품,Premium Package,KR,prd,ko,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,oeoewlkwvo,https://gehealthcare.widen.net/content/oeoewlkwvo/original/1745430227559-eCommerce-Premium-PKG.jpg?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/oeoewlkwvo/jpeg/1745430227559-eCommerce%20Premium%20PKG.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/oeoewlkwvo/jpeg/1745430227559-eCommerce%20Premium%20PKG.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/oeoewlkwvo/jpeg/1745430227559-eCommerce%20Premium%20PKG.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/oeoewlkwvo/jpeg/1745430227559-eCommerce%20Premium%20PKG.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745430173118-Image11.png,1eCommerce Asset Group,1eCommerce/Shop,04/23/2025,04/23/2025,809,809,Unknown,300,PNG,04/23/2025,,0.24 mb,,PIM Metadata Type,,,,ULS_PCL_PRICARE_0044,,,,,,,,,,Versana Active eCommerce Premium Package,Premium Package,KR,prd,ko,,EQUIPMENT,ULS_PCL_PRICARE_0044,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,bxcno3dkxu,https://gehealthcare.widen.net/content/bxcno3dkxu/original/1745430173118-Image11.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/bxcno3dkxu/jpeg/1745430173118-Image11.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bxcno3dkxu/jpeg/1745430173118-Image11.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bxcno3dkxu/jpeg/1745430173118-Image11.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bxcno3dkxu/jpeg/1745430173118-Image11.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745389697655-psp_cardioday@2x.png,1eCommerce Asset Group,1eCommerce/Shop,04/23/2025,04/23/2025,852,480,Unknown,300,PNG,04/23/2025,,0.26 mb,,PIM Metadata Type,,,,CR-0009845,,,,,,,,,,psp_cardioday@2x.png,psp_cardioday@2x.png,US,prd,en,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,d4psbjcdji,https://gehealthcare.widen.net/content/d4psbjcdji/original/1745389697655-psp_cardioday2x.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/d4psbjcdji/jpeg/1745389697655-psp_cardioday%402x.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/d4psbjcdji/jpeg/1745389697655-psp_cardioday%402x.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/d4psbjcdji/jpeg/1745389697655-psp_cardioday%402x.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/d4psbjcdji/jpeg/1745389697655-psp_cardioday%402x.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745389695877-plp_Cardioday@2x.png,1eCommerce Asset Group,1eCommerce/Shop,04/23/2025,04/23/2025,280,280,Unknown,300,PNG,04/23/2025,,0.05 mb,,PIM Metadata Type,,,,CR-0009845,,,,,,,,,,plp_Cardioday@2x.png,plp_Cardioday@2x.png,US,prd,en,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,qzz10tyihh,https://gehealthcare.widen.net/content/qzz10tyihh/original/1745389695877-plp_Cardioday2x.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/qzz10tyihh/jpeg/1745389695877-plp_Cardioday%402x.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/qzz10tyihh/jpeg/1745389695877-plp_Cardioday%402x.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/qzz10tyihh/jpeg/1745389695877-plp_Cardioday%402x.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/qzz10tyihh/jpeg/1745389695877-plp_Cardioday%402x.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745389693788-psp_seer@2x.png,1eCommerce Asset Group,1eCommerce/Shop,04/23/2025,04/23/2025,852,480,Unknown,300,PNG,04/23/2025,,0.17 mb,,PIM Metadata Type,,,,CR-0009844,,,,,,,,,,psp_seer@2x.png,psp_seer@2x.png,US,prd,en,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,jxwnupyygg,https://gehealthcare.widen.net/content/jxwnupyygg/original/1745389693788-psp_seer2x.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/jxwnupyygg/jpeg/1745389693788-psp_seer%402x.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jxwnupyygg/jpeg/1745389693788-psp_seer%402x.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jxwnupyygg/jpeg/1745389693788-psp_seer%402x.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/jxwnupyygg/jpeg/1745389693788-psp_seer%402x.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745389691263-plp_seer@2x.png,1eCommerce Asset Group,1eCommerce/Shop,04/23/2025,04/23/2025,280,280,Unknown,300,PNG,04/23/2025,,0.07 mb,,PIM Metadata Type,,,,CR-0009844,,,,,,,,,,plp_seer@2x.png,plp_seer@2x.png,US,prd,en,,EQUIPMENT,,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,ba7xkupc09,https://gehealthcare.widen.net/content/ba7xkupc09/original/1745389691263-plp_seer2x.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/ba7xkupc09/jpeg/1745389691263-plp_seer%402x.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ba7xkupc09/jpeg/1745389691263-plp_seer%402x.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ba7xkupc09/jpeg/1745389691263-plp_seer%402x.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/ba7xkupc09/jpeg/1745389691263-plp_seer%402x.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745307734540-Versana Active.png,1eCommerce Asset Group,1eCommerce/Shop,04/22/2025,04/22/2025,1821,1821,Unknown,300,PNG,04/22/2025,,0.45 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,Versana Active,Versana Active,KR,prd,ko,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,d87onvsgqu,https://gehealthcare.widen.net/content/d87onvsgqu/original/1745307734540-Versana-Active.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/d87onvsgqu/jpeg/1745307734540-Versana%20Active.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/d87onvsgqu/jpeg/1745307734540-Versana%20Active.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/d87onvsgqu/jpeg/1745307734540-Versana%20Active.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/d87onvsgqu/jpeg/1745307734540-Versana%20Active.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745307734573-Battery.png,1eCommerce Asset Group,1eCommerce/Shop,04/22/2025,04/22/2025,1821,1821,Unknown,300,PNG,04/22/2025,,0.42 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,베터리,Battery,KR,prd,ko,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,bzsldn7qzz,https://gehealthcare.widen.net/content/bzsldn7qzz/original/1745307734573-Battery.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/bzsldn7qzz/jpeg/1745307734573-Battery.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bzsldn7qzz/jpeg/1745307734573-Battery.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bzsldn7qzz/jpeg/1745307734573-Battery.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/bzsldn7qzz/jpeg/1745307734573-Battery.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
1745307734595-AC adapter.png,1eCommerce Asset Group,1eCommerce/Shop,04/22/2025,04/22/2025,1821,1821,Unknown,300,PNG,04/22/2025,,0.39 mb,,PIM Metadata Type,,,,undefined,,,,,,,,,,AC adapter,AC adapter,KR,prd,ko,,EQUIPMENT,undefined,,,,Anoop,Jaswal,Anoop.Jaswal@gehealthcare.com,dnxo8wkeus,https://gehealthcare.widen.net/content/dnxo8wkeus/original/1745307734595-AC-adapter.png?u=nqxvbh&download=true,https://gehealthcare.widen.net/content/dnxo8wkeus/jpeg/1745307734595-AC%20adapter.jpeg?w=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dnxo8wkeus/jpeg/1745307734595-AC%20adapter.jpeg?h=640&keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dnxo8wkeus/jpeg/1745307734595-AC%20adapter.jpeg?keep=c&crop=yes&color=cccccc&quality=80&u=nqxvbh,https://gehealthcare.widen.net/content/dnxo8wkeus/jpeg/1745307734595-AC%20adapter.jpeg?w=2048&h=1366&position=c&color=ffffffff&quality=80&u=nqxvbh,,,,,,,,,,,,
